,loss
529,0.014244415
530,0.09388039
531,0.13059263
532,0.2322805
533,0.14247386
534,0.11403415
535,0.07068719
536,0.03402213
537,0.10951201
538,0.047049012
539,0.0037257164
540,0.24870606
541,0.20298322
542,0.07534024
543,0.01673386
544,0.13934775
545,0.021925887
546,0.06649108
547,0.024548966
548,0.10405507
549,0.1703125
550,0.0057071494
551,0.20471641
552,0.010901184
553,0.06517011
554,0.20065013
555,1.5069656
556,0.09867515
557,0.092123084
558,0.03276235
559,0.28069514
560,0.02147544
561,0.13506898
562,0.039092515
563,1.2946182
564,0.039024975
565,0.06352462
566,0.20092252
567,0.08697577
568,0.15407464
569,0.074859254
570,0.136556
571,0.18293919
572,0.010386791
573,0.039563965
574,0.08839686
575,0.5788031
576,0.14309275
577,0.024331335
578,0.06235102
579,0.22016855
580,0.036185987
581,0.00018798411
582,0.28574485
583,0.33823094
584,0.007535626
585,0.03189766
586,0.06865567
587,0.05238227
588,0.017409964
589,0.080446444
590,0.19855909
591,0.056470376
592,0.019774588
593,0.19570926
594,0.07378792
595,0.097407356
596,0.031043982
597,0.024335986
598,0.13115236
599,0.027102852
600,0.12115159
601,0.12832882
602,0.0044122115
603,0.023610096
604,0.18949535
605,0.16409725
606,0.02696597
607,0.23825178
608,0.27863333
609,0.055007726
610,0.20617445
611,0.038977914
612,0.20052907
613,0.16676426
614,0.16126032
615,0.058781993
616,0.029781368
617,0.0839145
618,0.06178972
619,0.13176323
620,0.2953928
621,0.25636202
622,0.19004004
623,0.2705919
624,0.27987617
625,0.2212914
626,0.09559031
627,0.06898709
628,0.31718934
629,0.09518976
630,0.06643678
631,0.26189622
632,0.20637508
633,0.05764501
634,0.3550108
635,0.15053327
636,0.1395236
637,0.00949016
638,0.048123874
639,0.09058794
640,0.050110094
641,0.289056
642,0.10645372
643,0.2765883
644,0.111879565
645,0.12182411
646,0.06785562
647,0.08197136
648,0.08135059
649,0.1054122
650,0.1188154
651,0.21225893
652,0.04497818
653,0.09377924
654,0.036622874
655,0.09894462
656,0.050422646
657,0.090265974
658,0.14077696
659,0.17031145
660,0.25350887
661,0.10145913
662,0.16260798
663,0.06548474
664,0.1351424
665,0.03624014
666,0.14575765
667,0.032359403
668,0.20688358
669,0.16461268
670,0.0124281775
671,0.29519925
672,0.36311355
673,0.11876409
674,0.18646431
675,0.15501866
676,0.09656799
677,0.0020715222
678,0.038664788
679,0.08119997
680,0.12359832
681,0.035727333
682,0.18671343
683,0.020065406
684,0.17486276
685,0.021639094
686,0.11708055
687,0.32425284
688,0.22837582
689,0.028461069
690,0.29222465
691,0.14432
692,0.13451691
693,0.14198384
694,0.0878871
695,0.13163562
696,0.5372814
697,0.13495676
698,0.124532364
699,0.08292713
700,0.15485291
701,0.028621081
702,0.19436303
703,0.17330778
704,0.071988404
705,0.16287488
706,0.09534704
707,0.080188654
708,0.07487512
709,0.13735555
710,0.07453574
711,0.024070498
712,0.15510026
713,0.24043839
714,0.23069951
715,0.779253
716,0.5981117
717,0.08351551
718,0.24842966
719,0.19812533
720,0.19469078
721,0.15020637
722,0.13629004
723,0.06693292
724,0.047310766
725,0.10867858
726,0.15056187
727,0.27118182
728,0.122052714
729,0.07082374
730,0.15224983
731,0.022115054
732,0.37958813
733,0.04611235
734,0.17104737
735,0.14754932
736,0.08079518
737,0.21695709
738,0.17885557
739,0.28840297
740,0.15375695
741,0.15589082
742,0.21692285
743,0.1903456
744,0.06920242
745,0.019275885
746,0.13424341
747,0.16445568
748,0.08370054
749,0.25840777
750,0.1435729
751,0.07992683
752,0.19947213
753,0.326402
754,0.05001392
755,0.057724703
756,0.10274647
757,0.06689503
758,0.36109582
759,0.1222242
760,0.21553329
761,0.1612622
762,0.4185922
763,0.10985504
764,0.08728447
765,0.072542176
766,0.1891937
767,0.21182409
768,0.16727798
769,0.057574045
770,0.017585482
771,0.06005607
772,0.15296806
773,0.16553277
774,0.15201697
775,0.03312876
776,0.089905515
777,0.2709733
778,0.11534659
779,0.057492692
780,0.22084717
781,0.16607717
782,0.11194153
783,0.19051927
784,0.19741358
785,0.20736115
786,0.16071352
787,0.08716598
788,0.13351105
789,0.12258925
790,0.19230044
791,0.06688429
792,0.11657121
793,0.18074498
794,0.13494705
795,0.19090271
796,0.3555737
797,0.14045927
798,0.11920017
799,0.35134998
800,0.09162113
801,0.15632221
802,0.24799761
803,0.16564576
804,0.055981923
805,0.20142403
806,0.20248035
807,0.15479074
808,0.47589168
809,0.27236238
810,0.19332616
811,0.083848
812,0.2353724
813,0.124056324
814,0.061484784
815,0.27385277
816,0.21832672
817,0.2857207
818,0.122829
819,0.18210156
820,0.25172865
821,0.15760274
822,0.21935873
823,0.3131997
824,0.14075132
825,0.18714933
826,0.30635494
827,0.20384821
828,0.09102454
829,0.34066257
830,0.10982239
831,0.10822364
832,0.07416258
833,0.20484288
834,0.38182774
835,0.34817597
836,0.05987096
837,0.041172497
838,0.05108515
839,0.22567579
840,0.032022238
841,0.22234106
842,0.10580261
843,0.24718721
844,0.23785046
845,0.15836108
846,0.20428269
847,0.13916919
848,0.06439759
849,0.3671938
850,0.09520581
851,0.24668181
852,0.09196345
853,0.12989596
854,0.26541847
855,0.1236615
856,0.08924624
857,0.024530023
858,0.45045367
859,0.099322066
860,0.14404884
861,0.21432845
862,0.18207023
863,0.18728332
864,0.10830109
865,0.102509186
866,0.06568146
867,0.082002126
868,0.25972536
869,0.23107672
870,0.1625928
871,0.19363207
872,0.14321482
873,0.48082995
874,0.17083248
875,0.0068687126
876,0.040032905
877,0.1283727
878,0.26400498
879,0.20900221
880,0.16651408
881,0.14871064
882,0.1251647
883,0.023462143
884,0.22079761
885,0.20375276
886,0.26448846
887,0.093509175
888,0.07350174
889,0.46324462
890,0.09929792
891,0.18075581
892,0.10665643
893,0.117766894
894,0.114168905
895,0.35018033
896,0.32836357
897,0.027804542
898,0.1999756
899,0.269208
900,0.33752003
901,0.114297785
902,0.31031662
903,0.39965788
904,0.19457144
905,0.1918588
906,0.0910207
907,0.098636515
908,0.33980313
909,0.21242969
910,0.19270268
911,0.22521484
912,0.08860173
913,0.07866424
914,0.16155626
915,0.2786736
916,0.17712873
917,0.03985287
918,0.35823107
919,0.13169412
920,0.13527755
921,0.20629463
922,0.19707365
923,0.13705364
924,0.04556708
925,0.46028662
926,0.28920215
927,0.14449364
928,0.06284101
929,0.13670121
930,0.19720903
931,0.1147671
932,0.070468634
933,0.140753
934,0.15157989
935,0.3003049
936,0.1400866
937,0.074046135
938,0.1675407
939,0.3620847
940,0.15452161
941,0.22732456
942,0.40902728
943,0.22061267
944,0.18972042
945,0.21006408
946,0.3138349
947,0.25604427
948,0.18274643
949,0.13946994
950,0.12065525
951,0.20609744
952,0.071360156
953,0.17796703
954,0.17663118
955,0.15528043
956,0.21792439
957,0.22827888
958,0.06566684
959,0.13014233
960,0.18125373
961,0.15568447
962,0.5353559
963,0.3410793
964,0.23655221
965,0.08425335
966,0.06264057
967,0.14028075
968,0.26333046
969,0.09959769
970,0.098120734
971,0.15588216
972,0.059884615
973,0.203227
974,0.21785946
975,0.1150877
976,0.0836878
977,0.0783658
978,0.23639464
979,0.085985355
980,0.2644565
981,0.13431078
982,0.12789714
983,0.14381853
984,0.2096769
985,0.20137104
986,0.31648535
987,0.073684156
988,0.0836946
989,0.14398591
990,0.11581384
991,0.12603256
992,0.11137639
993,0.23853537
994,0.097818166
995,0.08804635
996,0.16305736
997,0.19752535
998,0.13629282
999,0.19634163
1000,0.06615851
1001,0.07709233
1002,0.22043617
1003,0.13593313
1004,0.082143955
1005,0.17883806
1006,0.3363667
1007,0.13033053
1008,0.21007228
1009,0.14569452
1010,0.2897814
1011,0.24688642
1012,0.15658474
1013,0.087575175
1014,0.11424191
1015,0.19887473
1016,0.24523672
1017,0.2306157
1018,0.122298166
1019,0.112660035
1020,0.12041547
1021,0.08629
1022,0.30748287
1023,0.18097463
1024,0.18898521
1025,0.17061186
1026,0.12896821
1027,0.34854937
1028,0.17834276
1029,0.49783963
1030,0.21625932
1031,0.15701416
1032,0.20562331
1033,0.09630485
1034,0.09428942
1035,0.26622245
1036,0.06580619
1037,0.26510808
1038,0.119571246
1039,0.38397163
1040,0.19538188
1041,0.69063634
1042,0.2405535
1043,0.15380819
1044,0.15523946
1045,0.15235302
1046,0.13758467
1047,0.115150355
1048,0.24253783
1049,0.20529342
1050,0.10734937
1051,0.08799862
1052,0.10009898
1053,0.08399473
1054,0.06263618
1055,0.1562239
1056,0.22900352
1057,0.1639832
1058,0.12823686
1059,0.15371622
1060,0.113596775
1061,0.11981169
1062,0.13397555
1063,0.13733219
1064,0.11601584
1065,0.19161393
1066,0.26698613
1067,0.31815162
1068,0.3283902
1069,0.19524814
1070,0.1887058
1071,0.16559042
1072,0.0997862
1073,0.13200474
1074,0.110095836
1075,0.040178545
1076,0.2615893
1077,0.2436035
1078,0.089001395
1079,0.26368836
1080,0.37293172
1081,0.27768964
1082,0.099851
1083,0.22691521
1084,0.101444505
1085,0.060195364
1086,0.1260164
1087,0.1583251
1088,0.32102045
1089,0.1320447
1090,0.2254037
1091,0.026784161
1092,0.18562064
1093,0.2511805
1094,0.20837693
1095,0.19943774
1096,0.19192353
1097,0.4600203
1098,0.045538116
1099,0.11041572
1100,0.36202198
1101,0.20307843
1102,0.16722646
1103,0.25249752
1104,0.3594562
1105,0.16340019
1106,0.09325565
1107,0.15343451
1108,0.10804506
1109,0.20974603
1110,0.3530479
1111,0.10378002
1112,0.12842365
1113,0.12293279
1114,0.3959017
1115,0.11334114
1116,0.17664643
1117,0.1455756
1118,0.34867418
1119,0.29681376
1120,0.24223018
1121,0.08157091
1122,0.291287
1123,0.12692475
1124,0.022263719
1125,0.094955966
1126,0.09139339
1127,0.2003487
1128,0.42583027
1129,0.1378741
1130,0.30005285
1131,0.2546932
1132,0.44611388
1133,0.16875613
1134,0.18713455
1135,0.3497695
1136,0.09285426
1137,0.11532465
1138,0.032136112
1139,0.14379981
1140,0.09531247
1141,0.15574904
1142,0.11749749
1143,0.16708913
1144,0.40510768
1145,0.36206686
1146,0.10488336
1147,0.2082232
1148,0.11675614
1149,0.2841571
1150,0.32334742
1151,0.1285299
1152,0.29507047
1153,0.46802348
1154,0.08291966
1155,0.282586
1156,0.18670675
1157,0.0739177
1158,0.35045847
1159,0.08175913
1160,0.13846156
1161,0.257513
1162,0.16409549
1163,0.23826511
1164,0.06323094
1165,0.36285272
1166,0.09335382
1167,0.3851078
1168,0.25568056
1169,0.22921844
1170,0.07113272
1171,0.33266285
1172,0.40592402
1173,0.062250167
1174,0.13709189
1175,0.23941465
1176,0.20416765
1177,0.2895594
1178,0.3484922
1179,0.30822596
1180,0.18424013
1181,0.16102293
1182,0.19355342
1183,0.45246848
1184,0.1917027
1185,0.15053825
1186,0.30584234
1187,0.28661704
1188,0.342631
1189,0.20250948
1190,0.38769126
1191,0.09393124
1192,0.19837455
1193,0.2178736
1194,0.30345184
1195,0.26262575
1196,0.19038811
1197,0.20708242
1198,0.17421618
1199,0.23504062
1200,0.24542682
1201,0.17553863
1202,0.13334885
1203,0.115020275
1204,0.34009272
1205,0.2829317
1206,0.17773278
1207,0.37842777
1208,0.048403423
1209,0.16190255
1210,0.45066825
1211,0.056946445
1212,0.16138424
1213,0.092156336
1214,0.11159776
1215,0.1689336
1216,0.15124723
1217,0.06855662
1218,0.30807573
1219,0.34415197
1220,0.10296746
1221,0.073022425
1222,0.13428786
1223,0.1531407
1224,0.18554254
1225,0.12174437
1226,0.21466322
1227,0.271715
1228,0.059936058
1229,0.28925204
1230,0.24981041
1231,0.13679437
1232,0.14713717
1233,0.1948067
1234,0.16363335
1235,0.33701462
1236,0.13007103
1237,0.28625184
1238,0.21714434
1239,0.15558319
1240,0.36415175
1241,0.42405835
1242,0.34036392
1243,0.18523154
1244,0.3630393
1245,0.14143352
1246,0.074991964
1247,0.06661034
1248,0.1504581
1249,0.3862494
1250,0.2910782
1251,0.11727872
1252,0.15273292
1253,0.23080531
1254,0.2417076
1255,0.23078465
1256,0.26634884
1257,0.23958018
1258,0.33372965
1259,0.19225189
1260,0.14724052
1261,0.15216419
1262,0.37157834
1263,0.16748288
1264,0.088553794
1265,0.18109517
1266,0.24352534
1267,0.28772038
1268,0.12016523
1269,0.24052393
1270,0.41357002
1271,0.11955787
1272,0.2878264
1273,0.3988915
1274,0.14691272
1275,0.17295465
1276,0.32159314
1277,0.15825315
1278,0.2070441
1279,0.21361557
1280,0.3365888
1281,0.061722018
1282,0.1778783
1283,0.45118237
1284,0.22081742
1285,0.27496737
1286,0.079208665
1287,0.16178799
1288,0.07847926
1289,0.23339352
1290,0.04969176
1291,0.048333194
1292,0.142456
1293,0.073458
1294,0.3140312
1295,0.521767
1296,0.11330621
1297,0.10869527
1298,0.26707897
1299,0.21722488
1300,0.4193709
1301,0.1869317
1302,0.18661162
1303,0.1718189
1304,0.29245466
1305,0.13900426
1306,0.37308803
1307,0.44216293
1308,0.28879207
1309,0.11341999
1310,0.10644939
1311,0.33273363
1312,0.27703863
1313,0.08746271
1314,0.27126592
1315,0.17367885
1316,0.18937461
1317,0.35235795
1318,0.20096178
1319,0.2330902
1320,0.39568272
1321,0.21005242
1322,0.3679592
1323,0.23939948
1324,0.19637609
1325,0.15900345
1326,0.16010816
1327,0.17883052
1328,0.05288775
1329,0.09776662
1330,0.18990324
1331,0.2483032
1332,0.2988048
1333,0.21093556
1334,0.18185596
1335,0.12913685
1336,0.18237385
1337,0.36286503
1338,0.22125764
1339,0.18009265
1340,0.19507384
1341,0.11154771
1342,0.34501082
1343,0.2516037
1344,0.16827413
1345,0.30325353
1346,0.19543818
1347,0.25388315
1348,0.20208693
1349,0.43119374
1350,0.22555724
1351,0.17617825
1352,0.1169075
1353,0.4170928
1354,0.33261517
1355,0.33770543
1356,0.17246485
1357,0.1729863
1358,0.25457424
1359,0.2036474
1360,0.13000946
1361,0.24848643
1362,0.2897932
1363,0.15452695
1364,0.29710442
1365,0.2765328
1366,0.023756657
1367,0.3225452
1368,0.2618556
1369,0.38086617
1370,0.15334009
1371,0.34488893
1372,0.12947053
1373,0.28000385
1374,0.21660073
1375,0.3918633
1376,0.32186106
1377,0.13197151
1378,0.11528349
1379,0.17069662
1380,0.08615004
1381,0.2070008
1382,0.15576784
1383,0.28655726
1384,0.2846035
1385,0.13142797
1386,0.34887603
1387,0.1277081
1388,0.38494354
1389,0.230813
1390,0.16181274
1391,0.28593707
1392,0.21572593
1393,0.13273115
1394,0.24760962
1395,0.1585963
1396,0.29040435
1397,0.25050363
1398,0.32662046
1399,0.21767418
1400,0.1329191
1401,0.22427014
1402,0.3031457
1403,0.41110688
1404,0.13382065
1405,0.40018123
1406,0.16301261
1407,0.09984492
1408,0.16037121
1409,0.3665839
1410,0.30738223
1411,0.7788846
1412,0.60756725
1413,0.10293058
1414,0.27291602
1415,0.09030329
1416,0.17228994
1417,0.19482698
1418,0.31677756
1419,0.10827832
1420,0.33459508
1421,0.037161373
1422,0.14114846
1423,0.12456401
1424,0.12464861
1425,0.22474249
1426,0.27654943
1427,0.23688579
1428,0.19531342
1429,0.39707765
1430,0.25277692
1431,0.20677063
1432,0.2335983
1433,0.19395414
1434,0.31953675
1435,0.21856968
1436,0.16207677
1437,0.33229652
1438,0.13944438
1439,0.2868486
1440,0.2218661
1441,0.4264311
1442,0.43442202
1443,0.24310216
1444,0.27513307
1445,0.0926427
1446,0.11163741
1447,0.2659971
1448,0.47223726
1449,0.23385522
1450,0.29135972
1451,0.098972455
1452,0.22138128
1453,0.33732843
1454,0.21748462
1455,0.2833726
1456,0.24065891
1457,0.116768405
1458,0.16552472
1459,0.27877793
1460,0.22975902
1461,0.35173646
1462,0.22632322
1463,0.20617509
1464,0.21538553
1465,0.23223095
1466,0.22354928
1467,0.45082444
1468,0.26225823
1469,0.07712518
1470,0.15148649
1471,0.32484788
1472,0.17555605
1473,0.21090856
1474,0.22450861
1475,0.28131646
1476,0.3131382
1477,0.25580117
1478,0.18686612
1479,0.21995077
1480,0.38583043
1481,0.3392263
1482,0.3672536
1483,0.50129235
1484,0.3828199
1485,0.16242436
1486,0.3276824
1487,0.20675974
1488,0.062933445
1489,0.23629658
1490,0.39257073
1491,0.10790934
1492,0.38763684
1493,0.12130374
1494,0.27451164
1495,0.25470418
1496,0.38371024
1497,0.29333612
1498,0.23895589
1499,0.40601858
1500,0.22650519
1501,0.34185496
1502,0.30856523
1503,0.091366336
1504,0.2361609
1505,0.20968378
1506,0.17846756
1507,0.29622543
1508,0.1811659
1509,0.11674795
1510,0.23000535
1511,0.08357421
1512,0.2959082
1513,0.19122508
1514,0.19656554
1515,0.28177342
1516,0.21835057
1517,0.12243668
1518,0.20528993
1519,0.20980802
1520,0.20303397
1521,0.16607055
1522,0.23646197
1523,0.08826594
1524,0.24373408
1525,0.3008434
1526,0.1950963
1527,0.2653035
1528,0.046064593
1529,0.31163254
1530,0.16483183
1531,0.28398946
1532,0.33165804
1533,0.18178682
1534,0.53901875
1535,0.34973058
1536,0.20044808
1537,0.2846533
1538,0.09857849
1539,0.41947526
1540,0.5320797
1541,0.140229
1542,0.14674461
1543,0.29640764
1544,0.5826784
1545,0.17847662
1546,0.13918516
1547,0.36031353
1548,0.18198161
1549,0.1499295
1550,0.40082988
1551,0.16211985
1552,0.2080069
1553,0.32127255
1554,0.2925251
1555,0.17207256
1556,0.39179078
1557,0.25535893
1558,0.30778313
1559,0.3496224
1560,0.16218099
1561,0.16573298
1562,0.27580285
1563,0.29161215
1564,0.2203016
1565,0.23392038
1566,0.23432931
1567,0.21829405
1568,0.17926541
1569,0.06773359
1570,0.059070684
1571,0.12247729
1572,0.21977791
1573,0.16089073
1574,0.23772053
1575,0.44932848
1576,0.20983839
1577,0.13818017
1578,0.13214934
1579,0.22346494
1580,0.27370515
1581,0.2999465
1582,0.45301905
1583,0.29850549
1584,0.18805337
1585,0.20007129
1586,0.16787747
1587,0.2174257
1588,0.37525052
1589,0.304869
1590,0.30452067
1591,0.22148904
1592,0.2839622
1593,0.33645007
1594,0.43839797
1595,0.39174995
1596,0.23148854
1597,0.15420948
1598,0.22365983
1599,0.53020144
1600,0.406708
1601,0.2534108
1602,0.22106925
1603,0.21896252
1604,0.28873658
1605,0.30797172
1606,0.31340536
1607,0.084962964
1608,0.19334921
1609,0.5679307
1610,0.3068601
1611,0.21378987
1612,0.21408279
1613,0.1595773
1614,0.32607946
1615,0.22337434
1616,0.23754796
1617,0.41681108
1618,0.12809671
1619,0.29297233
1620,0.19791585
1621,0.3251379
1622,0.20153978
1623,0.3540164
1624,0.18395405
1625,0.1281819
1626,0.32901663
1627,0.29025403
1628,0.3464834
1629,0.3675414
1630,0.16134678
1631,0.33161798
1632,0.2940266
1633,0.121710144
1634,0.376908
1635,0.5353177
1636,0.16878918
1637,0.25394577
1638,0.29857463
1639,0.19068067
1640,0.3428971
1641,0.25312418
1642,0.17106578
1643,0.20152143
1644,0.45962638
1645,0.1999243
1646,0.40714607
1647,0.16592005
1648,0.13063529
1649,0.24820098
1650,0.32116818
1651,0.070927605
1652,0.22165963
1653,0.67030114
1654,0.21301058
1655,0.465985
1656,0.24136779
1657,0.22041976
