,loss
1658,0.16145454
1659,0.25204486
1660,0.38567823
1661,0.2524345
1662,0.54293156
1663,0.2519767
1664,0.291605
1665,0.39264536
1666,0.119341634
1667,0.59750915
1668,0.10589199
1669,0.21350566
1670,0.13823473
1671,0.11541945
1672,0.21437463
1673,0.42305547
1674,0.40376312
1675,0.22057614
1676,0.1266831
1677,0.26168528
1678,0.21639612
1679,0.2541262
1680,0.2999487
1681,0.2876493
1682,0.22843191
1683,0.19108169
1684,0.4763754
1685,0.44527632
1686,0.43471017
1687,0.25774142
1688,0.16124791
1689,0.18248452
1690,0.6994832
1691,0.32235298
1692,0.34355062
1693,0.16350743
1694,0.22379091
1695,0.19128427
1696,0.15325105
1697,0.15477121
1698,0.2487715
1699,0.093962565
1700,0.23559746
1701,0.13037793
1702,0.1913571
1703,0.20707376
1704,0.22187348
1705,0.11272752
1706,0.23983112
1707,0.5727579
1708,0.607436
1709,0.499648
1710,0.30653882
1711,0.2422523
1712,0.19904399
1713,0.2756009
1714,0.38997778
1715,0.32061347
1716,0.37097687
1717,0.44692364
1718,0.37166303
1719,0.4936456
1720,0.16810608
1721,0.23762517
1722,0.28225446
1723,0.4168439
1724,0.12966043
1725,0.3622215
1726,0.14247654
1727,0.34513193
1728,0.21846294
1729,0.19857195
1730,0.23172621
1731,0.24136654
1732,0.39320913
1733,0.25139213
1734,0.17664859
1735,0.5912172
1736,0.19148202
1737,0.34808996
1738,0.44004908
1739,0.35265034
1740,0.19358401
1741,0.21831755
1742,0.1806132
1743,0.60792536
1744,0.22613604
1745,0.30645627
1746,0.32942727
1747,0.22551116
1748,0.24560067
1749,0.13263518
1750,0.17132135
1751,0.26341334
1752,0.4552342
1753,0.34082946
1754,0.31737274
1755,0.4894665
1756,0.2522518
1757,0.49443215
1758,0.22777939
1759,0.27918488
1760,0.3512941
1761,0.15735571
1762,0.33452436
1763,0.34532672
1764,0.3099571
1765,0.40787354
1766,0.18641572
1767,0.3441248
1768,0.24213818
1769,0.4303271
1770,0.06434316
1771,0.22605598
1772,0.2714409
1773,0.4645644
1774,0.69691515
1775,0.26010698
1776,0.22768983
1777,0.3970116
1778,0.51045036
1779,0.4340803
1780,0.39760852
1781,0.17014727
1782,0.57269496
1783,0.45191687
1784,0.25071728
1785,0.20049576
1786,0.25359422
1787,0.35050493
1788,0.53156275
1789,0.17606339
1790,0.4884697
1791,0.5297369
1792,0.21445742
1793,0.31487656
1794,0.22254582
1795,0.27524614
1796,0.31477007
1797,0.16552135
1798,0.44566575
1799,0.15036294
1800,0.35197425
1801,0.2832299
1802,0.29438442
1803,0.37397838
1804,0.39816943
1805,0.34768027
1806,0.35504326
1807,0.43652982
1808,0.23261864
1809,0.2536156
1810,0.20408611
1811,0.44932985
1812,0.25234467
1813,0.31989998
1814,0.31232533
1815,0.56248605
1816,0.11303441
1817,0.3040984
1818,0.32131276
1819,0.34015447
1820,0.81715345
1821,0.16539784
1822,0.33856845
1823,0.32516867
1824,0.2830725
1825,0.370856
1826,0.3420768
1827,0.2072105
1828,0.3323547
1829,0.15652785
1830,0.2864695
1831,0.2628313
1832,0.59434474
1833,0.24946079
1834,0.302404
1835,0.25910047
1836,0.27309975
1837,0.17678793
1838,0.16122228
1839,0.1835655
1840,0.26811093
1841,0.19531207
1842,0.42526013
1843,0.30594867
1844,0.18902683
1845,0.31893486
1846,0.3731895
1847,0.22491448
1848,0.15468511
1849,0.30161974
1850,0.32927594
1851,0.4332084
1852,0.2991516
1853,0.24760123
1854,0.19872408
1855,0.2770781
1856,0.1556832
1857,0.38180208
1858,0.17406002
1859,0.19472618
1860,0.17901972
1861,0.33106583
1862,0.21164402
1863,0.30731398
1864,0.39374188
1865,0.2757448
1866,0.1986607
1867,0.35118386
1868,0.16898188
1869,0.28846836
1870,0.40311894
1871,0.19592285
1872,0.3225414
1873,0.30227223
1874,0.27654514
1875,0.13265696
1876,0.41083127
1877,0.20301446
1878,0.48187304
1879,0.47729474
1880,0.19453888
1881,0.16522184
1882,0.2657403
1883,0.42518377
1884,0.2859582
1885,0.27175185
1886,0.25207442
1887,0.14169833
1888,0.20002215
1889,0.21443424
1890,0.26949626
1891,0.16954076
1892,0.23692246
1893,0.32262695
1894,0.6623383
1895,0.20279019
1896,0.19116624
1897,0.31794962
1898,0.20714083
1899,0.22254384
1900,0.37999526
1901,0.27129537
1902,0.45451942
1903,0.35621715
1904,0.14143613
1905,0.33065534
1906,0.43149647
1907,0.7736027
1908,0.36618397
1909,0.38979298
1910,0.25971395
1911,0.40554667
1912,0.24346256
1913,0.36870295
1914,0.36432225
1915,0.64443415
1916,0.2898484
1917,0.23780139
1918,0.2529525
1919,0.23781145
1920,0.26476318
1921,0.550971
1922,0.2307967
1923,0.23516862
1924,0.29106513
1925,0.209066
1926,0.13201074
1927,0.50475955
1928,0.38232207
1929,0.064481884
1930,0.41684073
1931,0.2441875
1932,0.6349335
1933,0.39021972
1934,0.23860446
1935,0.22941282
1936,0.29797253
1937,0.26450747
1938,0.5438487
1939,0.2821713
1940,0.517702
1941,0.3748904
1942,0.3924593
1943,0.49437818
1944,0.19526008
1945,0.3953307
1946,0.28757516
1947,0.34307593
1948,0.3903129
1949,0.16893223
1950,0.37725398
1951,0.47768602
1952,0.44303566
1953,0.48952112
1954,0.36465767
1955,0.14265375
1956,0.32762772
1957,0.21366882
1958,0.22607689
1959,0.27080017
1960,0.63591623
1961,0.43831939
1962,0.21925978
1963,0.29235578
1964,0.44103175
1965,0.32912618
1966,0.47094503
1967,0.33051834
1968,0.26174548
1969,0.3834929
1970,0.36297637
1971,0.34999543
1972,0.41919893
1973,0.42634708
1974,0.28191036
1975,0.29182225
1976,0.51549333
1977,0.44523486
1978,0.3537879
1979,0.20454054
1980,0.3704165
1981,0.28468013
1982,0.30177364
1983,0.3793383
1984,0.5761173
1985,0.2440528
1986,0.20791149
1987,0.24955955
1988,0.2014617
1989,0.19901066
1990,0.37437925
1991,0.22614089
1992,0.120634556
1993,0.28137845
1994,0.4196314
1995,0.2662382
1996,0.43394414
1997,0.40053082
1998,0.44976076
1999,0.21870224
2000,0.34522504
2001,0.37340516
2002,0.45383033
2003,0.29669785
2004,0.20019948
2005,0.3475408
2006,0.44909865
2007,0.4995331
2008,0.4288806
2009,0.32494268
2010,0.3225924
2011,0.22974256
2012,0.26523176
2013,0.15262534
2014,0.11718925
2015,0.3594636
2016,0.43793106
2017,0.41151947
2018,0.4794677
2019,0.32971066
2020,0.34544823
2021,0.40311393
2022,0.43988085
2023,0.20550339
2024,0.31250954
2025,0.48576015
2026,0.24158072
2027,0.52679604
2028,0.43149662
2029,0.5138651
2030,0.22593841
2031,0.22948627
2032,0.32998088
2033,0.49292606
2034,0.32313272
2035,0.31878182
2036,0.25208268
2037,0.41432208
2038,0.41556376
2039,0.41777372
2040,0.26044285
2041,0.3970421
2042,0.48346987
2043,0.32503796
2044,0.40394783
2045,0.2952152
2046,0.50138247
2047,0.1437152
2048,0.7622713
2049,0.28225452
2050,0.46393785
2051,0.20502135
2052,0.35621938
2053,0.1800284
2054,0.26994777
2055,0.5068613
2056,0.34142122
2057,0.49430364
2058,0.3376284
2059,0.5001391
2060,0.21896748
2061,0.5639945
2062,0.3253011
2063,0.252774
2064,0.28619066
2065,0.3466695
2066,0.30817384
2067,0.34686506
2068,0.42229596
2069,0.31852597
2070,0.21981332
2071,0.26416317
2072,0.25252253
2073,0.49914294
2074,0.37678656
2075,0.17403474
2076,0.34543982
2077,0.40371364
2078,0.3674963
2079,0.33937484
2080,0.44955522
2081,0.2670785
2082,0.38539276
2083,0.4740131
2084,0.23608927
2085,0.38938904
2086,0.23376366
2087,0.3663966
2088,0.32763594
2089,0.39672858
2090,0.43401265
2091,0.3601761
2092,0.15324166
2093,0.3188158
2094,0.2556219
2095,0.287195
2096,0.4224957
2097,0.50665206
2098,0.25726396
2099,0.23050475
2100,0.40763503
2101,0.2645735
2102,0.34608537
2103,0.41729903
2104,0.36522275
2105,0.22460702
2106,0.14228281
2107,0.3215416
2108,0.28682655
2109,0.25287646
2110,0.31665662
2111,0.3699836
2112,0.5625291
2113,0.3026212
2114,0.39847475
2115,0.21951862
2116,0.33130407
2117,0.49531397
2118,0.4130028
2119,0.5277573
2120,0.3350232
2121,0.3148137
2122,0.23402897
2123,0.35170326
2124,0.38654712
2125,0.39896813
2126,0.2973209
2127,0.39227447
2128,0.24096254
2129,0.25732046
2130,0.124173716
2131,0.34536594
2132,0.21610296
2133,0.34099007
2134,0.2977152
2135,0.2540293
2136,0.49605456
2137,0.2626478
2138,0.3325623
2139,0.37538362
2140,0.11677363
2141,0.31593853
2142,0.21602945
2143,0.26923862
2144,0.48946828
2145,0.63795626
2146,0.244994
2147,0.3510372
2148,0.27494767
2149,0.22285923
2150,0.31093538
2151,0.23145175
2152,0.35033637
2153,0.31832838
2154,0.2581444
2155,0.17990378
2156,0.3896646
2157,0.26479822
2158,0.4608882
2159,0.34199762
2160,0.4332165
2161,0.451701
2162,0.2048984
2163,0.28235683
2164,0.41324133
2165,0.22561273
2166,0.424505
2167,0.5106511
2168,0.2542662
2169,0.3509079
2170,0.47548676
2171,0.35125336
2172,0.28879178
2173,0.36040154
2174,0.19620487
2175,0.3776149
2176,0.47888526
2177,0.34662205
2178,0.3652289
2179,0.30881983
2180,0.32424158
2181,0.20513543
2182,0.54109895
2183,0.43162665
2184,0.5674098
2185,0.40584803
2186,0.22481413
2187,0.39358875
2188,0.22822757
2189,0.39463168
2190,0.330949
2191,0.17509727
2192,0.19609818
2193,0.42661825
2194,0.27195507
2195,0.4900578
2196,0.30287638
2197,0.38891977
2198,0.4036644
2199,0.21623091
2200,0.33552292
2201,0.32372198
2202,0.4422637
2203,0.50956804
2204,0.28994125
2205,0.3495974
2206,0.48302236
2207,0.33676934
2208,0.34866667
2209,0.23087168
2210,0.29050323
2211,0.32372135
2212,0.20147474
2213,0.3788084
2214,0.4246005
2215,0.23735337
2216,0.30190176
2217,0.3909126
2218,0.29328403
2219,0.4108438
2220,0.48227286
2221,0.24726252
2222,0.3690229
2223,0.40003833
2224,0.3445889
2225,0.16063786
2226,0.53180254
2227,0.37202603
2228,0.30494243
2229,0.36554116
2230,0.5521241
2231,0.32855728
2232,0.4400014
2233,0.33739987
2234,0.33241794
2235,0.25010985
2236,0.37116617
2237,0.51153934
2238,0.42926964
2239,0.24880257
2240,0.35569838
2241,0.4854049
2242,0.36845726
2243,0.3191613
2244,0.4120968
2245,0.35421637
2246,0.3755261
2247,0.26585665
2248,0.38245443
2249,0.38338554
2250,0.48016167
2251,0.3032206
2252,0.37172848
2253,0.46135712
2254,0.40293068
2255,0.30573303
2256,0.590007
2257,0.2981614
2258,0.17710814
2259,0.24929008
2260,0.25592652
2261,0.21950574
2262,0.18521802
2263,0.20110068
2264,0.35106784
2265,0.22009568
2266,0.35511893
2267,0.3466237
2268,0.44154745
2269,0.2526764
2270,0.25926203
2271,0.48357773
2272,0.22161558
2273,0.54237914
2274,0.3725286
2275,0.31535536
2276,0.34742147
2277,0.28093362
2278,0.42178956
2279,0.2917723
2280,0.45320415
2281,0.18357386
2282,0.4270342
2283,0.4953455
2284,0.29116136
2285,0.47704387
2286,0.19579151
2287,0.31695265
2288,0.42519122
2289,0.27520314
2290,0.6008154
2291,0.5061072
2292,0.45483813
2293,0.35533807
2294,0.5786406
2295,0.4536024
2296,0.45834607
2297,0.25486785
2298,0.5362091
2299,0.38552585
2300,0.33313438
2301,0.41129494
2302,0.52007776
2303,0.25884083
2304,0.26353106
2305,0.35861152
2306,0.34583074
2307,0.14598753
2308,0.2635867
2309,0.25504014
2310,0.14554359
2311,0.53973305
2312,0.37140834
2313,0.44721025
2314,0.18359382
2315,0.5313612
2316,0.51247984
2317,0.4484784
2318,0.23249349
2319,0.41306058
2320,0.41684872
2321,0.5956203
2322,0.26564917
2323,0.2821867
2324,0.3560583
2325,0.30920553
2326,0.53582364
2327,0.3256919
2328,0.26758146
2329,0.51798403
2330,0.3921972
2331,0.5169283
2332,0.24785013
2333,0.3728531
2334,0.18221655
2335,0.21060152
2336,0.5058815
2337,0.42229146
2338,0.35570863
2339,0.35679755
2340,0.5109104
2341,0.44577855
2342,0.32232386
2343,0.30145654
2344,0.39869252
2345,0.5812437
2346,0.40800548
2347,0.28274018
2348,0.3239695
2349,0.4107119
2350,0.5999853
2351,0.3460213
2352,0.45743972
2353,0.432993
2354,0.4880778
2355,0.4040068
2356,0.53849995
2357,0.3112226
2358,0.31642798
2359,0.5824545
2360,0.36773092
2361,0.33354056
2362,0.4159786
2363,0.52328193
2364,0.35540217
2365,0.40841436
2366,0.30561298
2367,0.40018582
2368,0.43329245
2369,0.48079044
2370,0.46451473
2371,0.31916183
2372,0.32998878
2373,0.38937494
2374,0.45846492
2375,0.35485166
2376,0.39756548
2377,0.45265263
2378,0.31365573
2379,0.2784506
2380,0.49293786
2381,0.27228323
2382,0.31473282
2383,0.46901226
2384,0.5736189
2385,0.3131632
2386,0.4750909
2387,0.42114577
2388,0.35262984
2389,0.38744074
2390,0.39339453
2391,0.45509085
2392,0.3166261
2393,0.38649264
2394,0.36135164
2395,0.2907969
2396,0.26684007
2397,0.328983
2398,0.2696786
2399,0.26917502
2400,0.23827438
2401,0.6948239
2402,0.6255336
2403,0.27731863
2404,0.38830703
2405,0.7951264
2406,0.3865311
2407,0.38257274
2408,0.6634577
2409,0.35032734
2410,0.38828725
2411,0.589949
2412,0.47515306
2413,0.48641986
2414,0.28593382
2415,0.3591678
2416,0.15483367
2417,0.3692398
2418,0.35374564
2419,0.3552867
2420,0.5625412
2421,0.49593216
2422,0.2320549
2423,0.29280895
2424,0.5533179
2425,0.2293108
2426,0.36227518
2427,0.6308021
2428,0.19123814
2429,0.33375707
2430,0.20939179
2431,0.4510351
2432,0.3654887
2433,0.3342336
2434,0.32176292
2435,0.5748311
2436,0.45987672
2437,0.5040218
2438,0.37777242
2439,0.4719141
2440,0.42465696
2441,0.32392606
2442,0.40700907
2443,0.33507305
2444,0.5080253
2445,0.33294016
2446,0.56952685
2447,0.28193408
2448,0.34732914
2449,0.23985413
2450,0.52611077
2451,0.47448978
2452,0.33872175
2453,0.28046983
2454,0.19027312
2455,0.25294128
2456,0.54543024
2457,0.43952322
2458,0.8065125
2459,0.6955857
2460,0.7924183
2461,0.39504844
2462,0.35838294
2463,0.45562783
2464,0.33618888
2465,0.42225114
2466,0.31878573
2467,0.31776434
2468,0.45077914
2469,0.30592608
2470,0.54145634
2471,0.28345814
2472,0.56238264
2473,0.33847356
2474,0.42825827
2475,0.29401278
2476,0.30660713
2477,0.26724875
2478,0.2391439
2479,0.32054126
2480,0.3875962
2481,0.33480233
2482,0.3721734
2483,0.40438932
2484,0.20255502
2485,0.49088144
2486,0.28071436
2487,0.23795398
2488,0.5476326
2489,0.5435858
2490,0.5377642
2491,0.56110746
2492,0.20230713
2493,0.6748117
2494,0.28496307
2495,0.39861804
2496,0.48131981
2497,0.4454845
2498,0.32147247
2499,0.5617995
2500,0.28190017
2501,0.5623166
2502,0.32606268
2503,0.54315686
2504,0.4094192
2505,0.37583286
2506,0.48273507
2507,0.4946313
2508,0.3162501
2509,0.64161634
2510,0.43244562
2511,0.34507954
2512,0.5972434
2513,0.44048062
2514,0.45673457
2515,0.36540323
2516,0.33122522
2517,0.48443747
2518,0.45340595
2519,0.3673278
2520,0.4181122
2521,0.24993141
2522,0.37225848
2523,0.51590914
2524,0.47357893
2525,0.48658866
2526,0.53434837
2527,0.5612891
2528,0.3280719
2529,0.4254671
2530,0.3940746
2531,0.53992
2532,0.39559084
2533,0.38604325
2534,0.56256485
2535,0.26018956
2536,0.3193976
2537,0.57460374
2538,0.43132725
2539,0.21579185
2540,0.2666345
2541,0.36531848
2542,0.562642
2543,0.39222145
2544,0.41610318
2545,0.32817692
2546,0.4658042
2547,0.3766554
2548,0.548059
2549,0.45882845
2550,0.37224898
2551,0.43994784
2552,0.1384947
2553,0.575782
2554,0.65054333
2555,0.49028715
2556,0.40945736
2557,0.5735558
2558,0.40756503
2559,0.36934894
2560,0.40992507
2561,0.6667426
2562,0.60172766
2563,0.32411307
2564,0.49170238
2565,0.5486258
2566,0.45667404
2567,0.49481136
2568,0.46422768
2569,0.45353827
2570,0.4485654
2571,0.42735577
2572,0.38102692
2573,0.40904936
2574,0.30234116
2575,0.37396708
2576,0.71094096
2577,0.16943231
2578,0.370452
2579,0.41268802
2580,0.42953378
2581,0.24781322
2582,0.50999296
2583,0.37002105
2584,0.28590629
2585,0.682979
2586,0.4839602
2587,0.3543694
2588,0.5319019
2589,0.47775355
2590,0.45653677
2591,0.563044
2592,0.552302
2593,0.22078204
2594,0.23761897
2595,0.36604673
2596,0.3631525
2597,0.49396068
2598,0.4927303
2599,0.46436024
2600,0.3412967
2601,0.41815656
2602,0.5897194
2603,0.35613927
2604,0.3364815
2605,0.3011517
2606,0.37522918
2607,0.4462884
2608,0.46499938
2609,0.40257207
2610,0.1847988
2611,0.4739193
2612,0.3921265
2613,0.47780076
2614,0.3007102
2615,0.3250296
2616,0.43232432
2617,0.5122019
2618,0.55616444
2619,0.62902665
2620,0.5675832
2621,0.34483594
2622,0.26431185
2623,0.42599988
2624,0.626177
2625,0.4548853
2626,0.23521852
2627,0.46071035
2628,0.44072255
2629,0.5834693
2630,0.27051416
2631,0.30499446
2632,0.31535935
2633,0.38832268
2634,0.35684934
2635,0.5755583
2636,0.31336161
2637,0.28198782
2638,0.5651606
2639,0.5226091
2640,0.2801668
2641,0.3984248
2642,0.4253231
2643,0.36188346
2644,0.558494
2645,0.36916572
2646,0.51978964
2647,0.48893985
2648,0.35717592
2649,0.29023606
2650,0.30511257
2651,0.37550783
2652,0.2367554
2653,0.6202801
2654,0.6370623
2655,0.52440417
2656,0.4615124
2657,0.37045264
2658,0.28099293
2659,0.43264198
2660,0.4294989
2661,0.39172822
2662,0.5377724
2663,0.485835
2664,0.3441863
2665,0.45710436
2666,0.37140158
2667,0.3869198
2668,0.25253314
2669,0.42070523
2670,0.5236769
2671,0.6297623
2672,0.3592231
2673,0.34006205
2674,0.33281958
2675,0.28845492
2676,0.49950534
2677,0.3760263
2678,0.23988993
2679,0.26744008
2680,0.3946534
2681,0.45322666
2682,0.50279176
2683,0.6055832
2684,0.49911508
2685,0.57622916
2686,0.32952997
2687,0.37102395
2688,0.5316243
2689,0.33708066
2690,0.2297031
2691,0.573043
2692,0.5433734
2693,0.35875446
2694,0.3731451
2695,0.68109316
2696,0.36453253
2697,0.49290952
2698,0.40792146
2699,0.28893256
2700,0.56088513
2701,0.53878087
2702,0.70186186
2703,0.21633916
2704,0.54460514
2705,0.22303347
2706,0.55350417
2707,0.29847425
2708,0.4170329
2709,0.4112963
2710,0.2413609
2711,0.49130338
2712,0.28641123
2713,0.21419337
2714,0.37304923
2715,0.5173626
2716,0.47157258
2717,0.34409365
2718,0.52493757
2719,0.5221306
2720,0.39547747
2721,0.38493744
2722,0.31982017
2723,0.54974115
2724,0.34270054
2725,0.3368774
2726,0.5183424
2727,0.5724661
2728,0.44301033
2729,0.5492176
2730,0.46261865
2731,0.32365513
2732,0.19824088
2733,0.52642965
2734,0.4837098
2735,0.5775092
2736,0.34040162
2737,0.3486417
2738,0.4892417
2739,0.6154357
2740,0.93459356
2741,0.45553637
2742,0.25584298
2743,0.5492877
2744,0.4348833
2745,0.5109495
2746,0.45233148
2747,0.5591712
2748,0.3240515
2749,0.6106674
2750,0.45972186
2751,0.29906672
2752,0.4712492
2753,0.4316856
2754,0.44717732
2755,0.5651728
2756,0.2932449
2757,0.41208416
2758,0.30282483
2759,0.6695045
2760,0.538036
2761,0.36664647
2762,0.45158935
2763,0.34642118
2764,0.3504447
2765,0.5624213
2766,0.27792823
2767,0.35649928
2768,0.5342468
2769,0.39850488
2770,0.30071348
2771,0.32461983
2772,0.35693398
2773,0.4547232
2774,0.3307008
2775,0.44407147
2776,0.3233401
2777,0.50743854
2778,0.66407144
2779,0.41932216
2780,0.34041414
2781,0.27094907
2782,0.61835307
2783,0.30420166
2784,0.17694688
2785,0.47978973
2786,0.426661
2787,0.5727398
2788,0.553267
2789,0.6305529
2790,0.3897167
2791,0.48828188
2792,0.55648994
2793,0.5664265
2794,0.6049035
2795,0.4892158
2796,0.54418147
2797,0.56896704
2798,0.62982213
2799,0.53537136
2800,0.59894836
2801,0.45685333
2802,0.41303578
2803,0.64550996
2804,0.39135623
2805,0.3615653
2806,0.3857056
2807,0.52017313
2808,0.32780263
2809,0.47261444
2810,0.5463498
2811,0.3637337
2812,0.3922938
2813,0.57059157
2814,0.37247288
2815,0.2856601
2816,0.4366642
2817,0.35555074
2818,0.41588178
2819,0.38284308
2820,0.38704938
2821,0.39616993
2822,0.63679767
2823,0.39766484
2824,0.30719605
2825,0.60375625
2826,0.65098196
2827,0.52669495
2828,0.32088304
2829,0.40883437
2830,0.29200166
2831,0.31368023
2832,0.35375133
2833,0.4348228
2834,0.32454357
2835,0.3936105
2836,0.46860147
2837,0.42226395
2838,0.4025455
2839,0.3664058
2840,0.48638636
2841,0.8166994
2842,0.50727475
2843,0.13366409
2844,0.42577034
2845,0.63048565
2846,0.59669566
2847,0.64149606
2848,0.4442915
2849,0.17603502
2850,0.67423296
2851,0.55381644
2852,0.77584964
2853,0.42447692
2854,0.5016044
2855,0.37752762
2856,0.5818229
2857,0.58579576
2858,0.39780998
2859,0.43363333
2860,0.65613157
2861,0.37659445
2862,0.4974269
2863,0.5999726
2864,0.51555383
2865,0.4852132
2866,0.7186538
2867,0.40152797
2868,0.4967518
2869,0.6142312
2870,0.79764193
2871,0.38145724
2872,0.45430803
2873,0.3351298
2874,0.34576473
2875,0.3005361
2876,0.40490904
2877,0.48376304
2878,0.65677154
2879,0.5672652
2880,0.36370575
2881,0.2265871
2882,0.26938662
2883,0.38672718
2884,0.41550985
2885,0.62835467
2886,0.50443935
2887,0.50995606
2888,0.470249
2889,0.57759845
2890,0.5637261
2891,0.497528
2892,0.38442996
2893,0.53154755
2894,0.29830936
2895,0.2935136
2896,0.43869162
2897,0.41880497
2898,0.54585063
2899,0.24559608
2900,0.596243
2901,0.37393278
2902,0.5394376
2903,0.41358766
2904,0.33559015
2905,0.61744595
2906,0.7413143
2907,0.3257157
2908,0.49744797
2909,0.60384655
2910,0.3713045
2911,0.6554243
2912,0.43625244
2913,0.4445499
2914,0.35851926
2915,0.28376198
2916,0.2683648
2917,0.53524464
2918,0.5279032
2919,0.46818167
2920,0.49795946
2921,0.6429583
2922,0.69660264
2923,0.36018
2924,0.52944076
2925,0.60193187
2926,0.5851022
2927,0.4082645
2928,0.32447037
2929,0.52092165
2930,0.45405778
2931,0.6994287
2932,0.38680825
2933,0.33432588
2934,0.3002112
2935,0.5898217
2936,0.6598846
2937,0.6213538
2938,0.43273622
2939,0.51740897
2940,0.40414342
2941,0.39997268
2942,0.53866166
2943,0.46983808
2944,0.45181304
2945,0.24601726
2946,0.37603092
2947,0.46659976
2948,0.48030013
2949,0.5304855
2950,0.5284809
2951,0.26209936
2952,0.36023408
2953,0.54117393
2954,0.65397847
2955,0.5650464
2956,0.2862138
2957,0.42485142
2958,0.2067791
2959,0.5384297
2960,0.29540008
2961,0.37761626
2962,0.3921222
2963,0.43848333
2964,0.5043527
2965,0.38142696
2966,0.55692667
2967,0.27123588
2968,0.45643386
2969,0.37022176
2970,0.3421709
2971,0.53710973
2972,0.31161585
2973,0.5119082
2974,0.47540435
2975,0.4330538
2976,0.8333312
2977,0.33718497
2978,0.58768976
2979,0.61147153
2980,0.42657527
2981,0.58217716
2982,0.41443998
2983,0.37894207
2984,0.5566274
2985,0.58876914
2986,0.47116557
2987,0.52403224
2988,0.43284386
2989,0.6147696
2990,0.3444794
2991,0.52568305
2992,0.56565845
2993,0.5722333
2994,0.5138167
2995,0.4291381
2996,0.5040526
2997,0.76755947
2998,0.6107891
2999,0.25429183
3000,0.3037539
3001,0.62025243
3002,0.36514252
3003,0.513225
3004,0.5392908
3005,0.3958004
3006,0.568823
3007,0.5098259
3008,0.5172571
3009,0.51274
3010,0.4237408
3011,0.44235167
3012,0.4854582
3013,0.29197446
3014,0.5720628
3015,0.6945404
3016,0.53465253
3017,0.43673763
3018,0.568289
3019,0.605594
3020,0.58038074
3021,0.4063365
3022,0.285201
3023,0.42874798
3024,0.36164263
3025,0.29583517
3026,0.8312419
3027,0.60151905
3028,0.43173847
3029,0.5489643
3030,0.5965239
3031,0.26056466
3032,0.58163244
3033,0.4056975
3034,0.55141485
3035,0.39930812
3036,0.39228886
3037,0.4069836
3038,0.35229087
3039,0.5685843
3040,0.5174113
3041,0.45792526
3042,0.326995
3043,0.3993565
3044,0.280977
3045,0.62686986
3046,0.294748
3047,0.41104007
3048,0.40358743
3049,0.53446054
3050,0.5639652
3051,0.39182687
3052,0.6027466
3053,0.5416513
3054,0.26825228
3055,0.5059603
3056,0.35526228
3057,0.5108652
3058,0.55818826
3059,0.63644075
3060,0.590522
3061,0.19994244
3062,0.36219925
3063,0.5958328
3064,0.45396644
3065,0.3380263
3066,0.66724294
3067,0.37098378
3068,0.5054622
3069,0.31921145
3070,0.3198486
3071,0.72732735
3072,0.54779273
3073,0.48374644
3074,0.3496709
3075,0.47328702
3076,0.4241684
3077,0.6327903
3078,0.67532885
3079,0.58224845
3080,0.32243985
3081,0.4852549
3082,0.64932615
3083,0.38154915
3084,0.39465642
3085,0.37534684
3086,0.6845118
3087,0.4835679
3088,0.3840535
3089,0.2393566
3090,0.5311712
3091,0.4359765
3092,0.42438442
3093,0.43873852
3094,0.5736532
3095,0.43958884
3096,0.5559049
3097,0.73239785
3098,0.48832816
3099,0.45611754
3100,0.7536729
3101,0.50542283
3102,0.5299702
3103,0.46685869
3104,0.28688446
3105,0.5489998
3106,0.35356933
3107,0.3571229
3108,0.39430696
3109,0.31106338
3110,0.19536474
3111,0.64084977
3112,0.60698694
3113,0.32462674
3114,0.5680045
3115,0.69541967
3116,0.44179034
3117,0.46209598
3118,0.34948802
3119,0.5796561
3120,0.65220875
3121,0.5548594
3122,0.43296304
3123,0.28337795
3124,0.5234558
3125,0.9107882
3126,0.38106674
3127,0.27838463
3128,0.700585
3129,0.7855307
3130,0.58575296
3131,0.694525
3132,0.59679997
3133,0.52547055
3134,0.62237316
3135,0.4871561
3136,0.5165284
3137,0.59613436
3138,0.40254623
3139,0.69444627
3140,0.68256867
3141,0.4561158
3142,0.50414157
3143,0.44944087
3144,0.39706308
3145,0.40038022
3146,0.59801453
3147,0.3957853
3148,0.5757487
3149,0.7652534
3150,0.6789965
3151,0.5101148
3152,0.2939337
3153,0.45821342
3154,0.42328805
3155,0.7144624
3156,0.48586863
3157,0.5481929
3158,0.5264883
3159,0.46309298
3160,0.38847965
3161,0.44055858
3162,0.6438387
3163,0.44538116
3164,0.6571751
3165,0.3176034
3166,0.5709993
3167,0.3841382
3168,0.69669974
3169,0.53408253
3170,0.7332093
3171,0.4102201
3172,0.6193546
3173,0.4580472
3174,0.5243474
3175,0.58530074
3176,0.42104444
3177,0.53628135
3178,0.46858358
3179,0.6648639
3180,0.3681962
3181,0.43956047
3182,0.6060207
3183,0.49056607
3184,0.74308944
3185,0.41683513
3186,0.49818173
3187,0.57025355
3188,0.5316491
3189,0.49098414
3190,0.5250491
3191,0.5051677
3192,0.62818146
3193,0.3855768
3194,0.3562975
3195,0.24803582
3196,0.66356343
3197,0.37160236
3198,0.3464983
3199,0.4467923
3200,0.5866333
3201,0.38531962
3202,0.6148043
3203,0.82720125
3204,0.5048035
3205,0.8307354
3206,0.8822017
3207,0.48082528
3208,0.5522396
3209,0.52096474
3210,0.23223321
3211,0.3962485
3212,0.59398574
3213,0.9144602
3214,0.7038139
3215,0.6313521
3216,0.3956898
3217,0.43729872
