No,Uid,Jid,offloadtime,commutime,runtime,energy,AoI,state
0,9,5,0.1,0.0007194489768963071,0.1,0.0046346502822424435,0.07,CP
1,7,17,0.25,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
2,7,25,0.4,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
3,7,28,0.55,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
4,7,31,0.7,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
5,7,34,0.85,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
6,7,37,1.0,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
7,7,39,1.1,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
8,7,42,1.25,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
9,7,45,1.4,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
10,7,48,1.55,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
11,7,51,1.7,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
12,7,54,1.85,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
13,7,57,2.0,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
14,7,60,2.15,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
15,7,62,2.25,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
16,7,65,2.4,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
17,7,68,2.55,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
18,7,71,2.7,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
19,7,74,2.85,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
20,7,77,3.0,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
21,7,80,3.15,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
22,7,83,3.3,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
23,7,85,3.4,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
24,7,88,3.55,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
25,7,91,3.7,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
26,7,94,3.85,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
27,7,97,4.0,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
28,7,100,4.15,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
29,7,103,4.3,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
30,7,106,4.45,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
31,7,108,4.55,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
32,7,111,4.7,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
33,7,114,4.85,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
34,7,117,5.0,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
35,7,120,5.15,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
36,7,123,5.3,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
37,7,126,5.45,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
38,7,129,5.6,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
39,7,131,5.7,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
40,7,134,5.85,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
41,7,137,6.0,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
42,7,140,6.15,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
43,7,143,6.3,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
44,7,146,6.45,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
45,7,149,6.6,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
46,7,152,6.75,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
47,7,154,6.85,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
48,7,157,7.0,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
49,7,160,7.15,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
50,7,163,7.3,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
51,7,166,7.45,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
52,7,169,7.6,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
53,7,172,7.75,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
54,7,175,7.9,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
55,7,177,8.0,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
56,7,180,8.15,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
57,7,183,8.3,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
58,7,186,8.45,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
59,7,189,8.6,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
60,7,192,8.75,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
61,7,195,8.9,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
62,7,198,9.05,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
63,7,200,9.15,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
64,7,203,9.3,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
65,7,206,9.45,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
66,7,209,9.6,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
67,7,212,9.75,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
68,7,215,9.9,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
69,9,5,0.1,0.0007194489768963071,0.1,0.0046346502822424435,0.07,CP
70,7,17,0.25,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
71,7,25,0.4,0.002158346930688922,0.08,0.013903950846727336,0.05,CP
72,7,28,0.55,0.002158346930688922,0.08,0.013903950846727336,0.04,CP
73,7,31,0.7,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
74,7,34,0.85,0.002158346930688922,0.08,0.013903950846727336,0.03,CP
75,7,37,1.0,0.002158346930688922,0.08,0.013903950846727336,0.02,CP
76,7,39,1.1,0.002158346930688922,0.08,0.013903950846727336,0.06,CP
