TIMESLOT,Throughout,Failure,Failurerate,User,mecAge,Run,commTotal,commEnergy,reward
10.0,82,1,0.012195121951219513,10,87.88,6840.0,0.5687930731812132,23.58334321273353,646.1105884174184
15.0,122,1,0.00819672131147541,10,279.94,10220.0,1.3854978043959678,32.24941621345481,964.4784902976038
20.0,163,1,0.006134969325153374,10,486.97,14020.0,2.266125316845852,39.02149916401969,1291.2597243551959
25.0,204,1,0.004901960784313725,10,791.41,17900.0,3.4761493695285846,47.4660132365702,1618.028691709127
30.0,244,1,0.004098360655737705,10,1173.74,21490.0,4.912657891127557,55.441976694885604,1935.9942433317076
35.0,285,1,0.0035087719298245615,10,1479.14,25270.0,6.1902641494112505,63.54199249570237,2262.099653164731
40.0,326,1,0.003067484662576687,10,1915.29,28780.0,8.118877849188786,70.26318370383423,2586.9772683322385
45.0,366,1,0.00273224043715847,10,2382.1,32170.0,10.111850473054568,77.39295811653851,2903.4241069800782
50.0,407,1,0.002457002457002457,10,2774.66,35750.0,11.854381707365484,84.10749670343633,3228.031031244644
55.0,448,1,0.002232142857142857,10,3220.21,39280.0,13.94286942051858,91.58691531547737,3552.4771419261315
60.0,488,1,0.0020491803278688526,10,3685.14,42630.0,16.121468535734245,99.59391668366261,3868.147754784704
65.0,529,1,0.001890359168241966,10,4141.74,46220.0,18.327621714758948,106.54517321243588,4192.011941665694
70.0,570,1,0.0017543859649122807,10,4896.52,49380.0,21.794857770684757,114.26440755018857,4512.290664600499
75.0,610,1,0.001639344262295082,10,5480.67,52740.0,24.5297980021729,120.68686000946344,4826.596384843947
80.0,651,1,0.0015360983102918587,10,6108.35,56200.0,27.54982358817516,127.47713494379732,5148.431822995621
85.0,692,1,0.001445086705202312,10,7021.6,59230.0,31.841424443724954,134.32956758361118,5466.464023195004
90.0,732,1,0.001366120218579235,10,7696.41,62610.0,34.96505106357448,140.19254194353704,5779.848896576736
95.0,773,1,0.00129366106080207,10,8545.98,65820.0,38.97494224447923,146.60737748603555,6099.083801961084
100.0,814,1,0.0012285012285012285,10,9468.99,68940.0,43.25242731954603,153.83420166511587,6416.846856292697
105.0,854,1,0.00117096018735363,10,10806.32,71700.0,49.293293932426316,159.73837487437652,6722.401764035976
110.0,895,1,0.0011173184357541898,10,12180.91,74500.0,55.401780334995436,165.98170068805481,7035.614207501032
115.0,936,1,0.0010683760683760685,10,13075.91,77790.0,59.33523345121159,172.902491049713,7355.137364676155
120.0,976,1,0.0010245901639344263,10,14328.91,80660.0,64.90007042376669,179.51778318880233,7662.045349578092
125.0,1017,1,0.0009832841691248771,10,15185.94,83950.0,68.6856327262737,188.2745201404754,7981.463106255431
130.0,1058,1,0.000945179584120983,10,16079.93,87200.0,72.80201806617737,194.75342338536691,8300.380308469454
135.0,1098,1,0.0009107468123861566,10,17470.49,89940.0,78.99397252167041,202.3332513954363,8605.2828022103
140.0,1139,1,0.000877963125548727,10,18469.04,93130.0,83.52483402840294,209.41812891923087,8923.612958074285
