No,Uid,Jid,offloadtime,commutime,runtime,energy,AoI,state
0,9,36,0.12,0.007461455583506031,0.1,0.01331835479155577,0.02,CP
1,8,77,0.24,0.0035956702111107977,0.09,0.012047223231910707,0.02,CP
2,9,60,0.36,0.002098970048357195,0.1,0.006411473422284067,0.02,CP
3,9,68,0.49,0.0007199999999999994,0.1,0.004635359999999999,0.02,CP
4,8,116,0.61,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
5,8,128,0.73,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
6,8,140,0.86,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
7,8,152,0.98,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
8,8,163,1.1,0.0021599999999999987,0.09,0.010198079999999998,0.02,CP
9,8,174,1.22,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
10,8,186,1.35,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
11,8,196,1.47,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
12,8,208,1.59,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
13,8,220,1.72,0.0014399999999999988,0.09,0.009270719999999998,0.02,CP
14,8,227,1.79,0.0014399999999999988,0.09,0.009270719999999998,0.07,CP
15,0,198,1.8,0.004799999999999998,0.01,0.0432624,0.17,CP
16,9,194,1.8,0.0007199999999999994,0.1,0.004635359999999999,0.31,CP
17,9,195,1.81,0.0010799999999999994,0.1,0.005099039999999999,0.42,CP
18,8,228,1.81,0.003239999999999998,0.09,0.01158912,0.54,CP
19,9,196,1.82,0.002429999999999998,0.1,0.006837839999999998,0.65,CP
20,8,229,1.82,0.0072899999999999935,0.09,0.01680551999999999,0.78,CP
21,9,197,1.83,0.005467499999999996,0.1,0.010750139999999995,0.89,CP
22,9,199,1.85,0.0013687892983049203,0.1,0.0054710006162167375,0.99,CP
23,8,232,1.85,0.004106367894914761,0.09,0.012705001848650211,1.12,CP
24,9,200,1.86,0.0030797759211860713,0.1,0.007674751386487659,1.23,CP
25,8,233,1.86,0.009239327763558219,0.09,0.019316254159462986,1.35,CP
26,9,201,1.87,0.006929495822668664,0.1,0.012633190619597239,1.47,CP
27,9,203,2.01,0.0020347172861752143,0.1,0.006328715864593676,1.45,CP
28,8,236,2.01,0.006104151858525646,0.09,0.015278147593781032,1.57,CP
29,9,204,2.02,0.0068671708408413554,0.1,0.012552916043003666,1.68,CP
30,9,206,2.1,0.0031111340077400163,0.1,0.00771514060196914,1.73,CP
31,8,239,2.1,0.009333402023220043,0.09,0.019437421805907417,1.85,CP
32,9,208,2.24,0.004273873140168426,0.1,0.009212748604536934,1.83,CP
33,9,210,2.38,0.006340524938899799,0.1,0.011874596121302943,1.82,CP
34,9,212,2.46,0.009497076003046707,0.1,0.015940233891924158,1.86,CP
35,9,214,2.72,0.0036923209688546716,0.1,0.008463709407884816,1.72,CP
36,9,216,2.86,0.005372697251798421,0.1,0.010628034060316366,1.7,CP
37,9,218,3.0,0.008027403345846394,0.1,0.014047295509450157,1.69,CP
38,9,219,3.13,0.00916876655215888,0.1,0.015517371319180637,1.68,CP
39,9,221,3.33,0.005329044897665536,0.1,0.010571809828193212,1.6,CP
40,9,223,3.47,0.007956118257319724,0.1,0.013955480315427806,1.59,CP
41,9,225,3.73,0.007543822556832555,0.1,0.013424443453200331,1.45,CP
42,9,226,3.86,0.009033038139496626,0.1,0.015342553123671655,1.44,CP
43,9,227,3.99,0.009025705106049964,0.1,0.015333108176592355,1.44,CP
44,9,230,4.32,0.009244331113624356,0.1,0.01561469847434817,1.23,CP
45,8,230,1.83,0.016402499999999987,0.09,0.02854241999999998,3.84,CP
46,9,198,1.84,0.01230187499999999,0.1,0.019552814999999987,3.95,CP
47,9,202,1.88,0.015591365601004471,0.1,0.02378967889409376,4.04,CP
48,9,207,2.11,0.01050007727612255,0.1,0.017232099531645846,3.93,CP
49,8,241,2.24,0.012821619420505281,0.09,0.023930245813610803,3.92,CP
50,8,243,2.38,0.019021574816699412,0.09,0.03191578836390884,3.91,CP
51,9,213,2.59,0.01085010548853518,0.1,0.017682935869233314,3.82,CP
52,8,247,2.72,0.011076962906564023,0.09,0.021683128223654462,3.81,CP
53,9,215,2.73,0.01246158326988454,0.1,0.01975851925161129,3.93,CP
54,8,249,2.86,0.01611809175539526,0.09,0.028176102180949097,3.92,CP
55,9,217,2.87,0.018132853224819726,0.1,0.027063114953567807,4.03,CP
