sysTime,Action,ChannelUsed,TransJob,CPU,JobFaultProb,RunningJob,ActionQos
120,9,25.72369687614898,20,0.024999999999999998,0.0,1,0.0
230,9,30.356785099844856,21,0.06666666666666667,0.0,1,5.990934482787124
330,9,12.149199270536725,7,0.06666666666666667,0.0,1,5.989774065045543
440,9,-4.440892098500626e-15,0,0.024999999999999998,0.0,1,5.989672323025233
550,6,-1.7763568394002505e-15,0,0.06666666666666667,0.0,1,5.993124184513095
650,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
760,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
860,9,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
970,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1080,9,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1180,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1290,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1390,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1500,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1610,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1710,6,-1.7763568394002505e-15,0,0.06666666666666667,0.34285714285714286,1,5.9904795328431915
1820,9,38.21449605882873,12,0.024999999999999998,1,1,-5.9904795328431915
1920,9,36.347259028591715,19,0.06666666666666667,1,1,-5.994165255563574
2030,9,45.92236266905922,29,0.024999999999999998,1,1,-5.9904795328431915
2140,9,43.43322390170717,33,0.06666666666666667,1,1,-5.993927264579746
2240,9,45.58261499274247,39,0.024999999999999998,1,1,-5.98993624991856
2350,9,48.47415326461713,45,0.06666666666666667,1,1,-5.992588917345207
2450,9,45.39334458166163,47,0.024999999999999998,1,1,-5.986882118642314
2560,9,44.53912971701929,51,0.024999999999999998,1,1,-5.989579820174405
2670,9,49.301205735222574,61,0.024999999999999998,1,1,-5.991465464721121
2770,9,47.5941488841328,51,0.024999999999999998,1,1,-5.991948402234075
2880,9,48.62478634406059,57,0.06666666666666667,1,1,-5.990460873638758
2980,9,47.64279334681637,59,0.06666666666666667,1,1,-5.980021697477888
3090,9,46.50043649461373,63,0.06666666666666667,1,1,-5.9843197320418975
3200,9,47.28609990440642,67,0.06666666666666667,1,1,-5.980296827832955
3300,9,47.157062787687074,70,0.024999999999999998,1,1,-5.985421071644053
3410,9,49.14631987197581,76,0.06666666666666667,1,1,-5.988140300282028
3510,9,46.957394505878206,76,0.024999999999999998,1,1,-5.982029490416265
3620,9,49.078457705888056,82,0.024999999999999998,1,1,-5.984798649583805
3730,9,47.54290589977526,82,0.024999999999999998,1,1,-5.9886607710878605
3830,9,49.54456454017601,90,0.024999999999999998,1,1,-5.985581893335448
3940,9,48.406526639449496,79,0.024999999999999998,1,1,-5.985968198842625
4040,9,49.16790632368072,83,0.024999999999999998,1,1,-5.987378945596923
4150,9,47.81948746230706,83,0.024999999999999998,1,1,-5.982820388092386
4260,9,48.13193740899848,85,0.06666666666666667,1,1,-5.9830914729077405
4360,9,48.982429503180654,89,0.024999999999999998,1,1,-5.976742869584239
4470,9,48.57489072759246,91,0.06666666666666667,1,1,-5.979589743242573
4570,9,49.20988135538447,95,0.024999999999999998,1,1,-5.977928124861495
4680,9,47.9963546258332,95,0.024999999999999998,1,1,-5.980757587152091
4790,9,49.24465472227285,99,0.06666666666666667,1,1,-5.982887794914998
4890,9,48.065439400460946,99,0.024999999999999998,1,1,-5.975009530903713
5000,9,48.2340536599958,91,0.024999999999999998,1,1,-5.977881854619809
5100,9,48.6110405405995,93,0.06666666666666667,1,1,-5.983244801562456
