sysTime,Action,ChannelUsed,TransJob,CPU,JobFaultProb,RunningJob,ActionQos
150,1,2.1316282072803006e-14,0,0.1,0.0,1,0.0
300,1,2.1316282072803006e-14,0,0.125,0.0,1,3.9319576304828003
450,1,1.7763568394002505e-14,0,0.125,0.0,1,3.991710832445556
590,1,1.7763568394002505e-14,0,0.125,0.0,1,3.991710832445556
730,1,1.7763568394002505e-14,0,0.125,0.0,1,3.991710832445556
880,1,1.7763568394002505e-14,0,0.125,0.0,1,3.991710832445556
1020,1,1.7763568394002505e-14,0,0.125,0.0,1,3.991710832445556
1160,1,1.7763568394002505e-14,0,0.125,0.56,1,3.991710832445556
1310,1,1.7763568394002505e-14,0,0.125,1,1,3.991710832445556
1440,6,1.7763568394002505e-14,0,0.1,1,1,3.991710832445556
1590,7,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
1730,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
1870,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
2020,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
2160,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
2300,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
2450,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
2590,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
2730,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
2880,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
3020,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
3170,6,1.7763568394002505e-14,0,0.1,1,1,3.9271843470600465
3320,1,1.7763568394002505e-14,0,0.125,1,1,3.9271843470600465
3450,6,1.7763568394002505e-14,0,0.1,1,1,3.991710832445556
3600,0,11.111111111111125,4,0.1,1,1,3.9271843470600465
3740,0,12.962962962962976,5,0.1,1,1,3.9271843470600465
3890,7,42.79355563458597,13,0.125,1,1,3.9319576304828003
4040,0,36.70532419879322,18,0.125,1,1,3.9911198668547088
4180,0,35.86080252456654,20,0.125,1,1,3.9913731163943917
4320,0,30.373834074635127,20,0.1,1,1,3.9912971381579547
4470,0,31.51105610902956,21,0.125,1,1,3.92218485652585
4610,0,24.9690008005746,21,0.125,1,1,3.9893037434857828
4760,0,36.71193869660134,25,0.125,1,1,3.9892492443269947
4900,0,46.39476858546599,20,0.125,1,1,3.9898822201118804
5040,0,45.99552680506909,22,0.125,1,1,3.990532002406627
5190,0,43.788675535184,24,0.125,1,1,3.9848258774194636
5330,0,41.676967082431695,26,0.125,1,1,3.984703531523774
5460,0,42.59257808116588,28,0.1,1,1,3.988449816937172
5620,0,38.16322431336633,28,0.125,1,1,3.9129689489746795
5760,0,41.081231839319656,24,0.125,1,1,3.98758431887591
5900,0,42.432880856990614,26,0.1,1,1,3.9884476075395763
6040,9,43.6824635361721,28,0.1,1,1,3.8982577189323124
6180,0,45.17523483218462,31,0.1,1,1,3.8976073194819048
6330,0,43.206633157607044,31,0.1,1,1,3.888089705383264
6480,0,46.62925586161557,37,0.125,1,1,3.8880634604491084
6620,0,43.807245345532486,38,0.125,1,1,3.9829044079587783
6770,0,41.33504789373738,31,0.125,1,1,3.9858002885371273
6900,0,38.3621251735106,31,0.1,1,1,3.987903211819687
7050,0,42.30523814055714,33,0.125,1,1,3.8778334805407244
7200,8,47.69869692155071,36,0.125,1,1,-3.9862732848555087
7330,0,46.0972648403476,36,0.1,1,1,3.985093120807314
7480,0,45.02964345287885,36,0.1,1,1,3.8454745874388356
7630,0,43.69481905456855,36,0.125,1,1,3.8440508394536543
7770,0,43.72610454810703,37,0.125,1,1,3.9745134581252657
7910,0,45.831307695866236,39,0.1,1,1,3.9781791448790345
8060,0,45.51685326779973,41,0.125,1,1,3.865709633417051
8190,0,45.74303472711334,43,0.1,1,1,3.978662133515626
8350,0,41.86374311828354,43,0.125,1,1,3.881606604800602
8490,0,39.29882249846925,43,0.125,1,1,3.9842066284560267
8640,0,44.36898703284074,35,0.125,1,1,3.9878180356992456
8780,6,47.408904557622286,40,0.125,1,1,-3.985222263445836
8910,3,47.12642252913064,43,0.1,1,1,-3.9704883688973736
9060,3,48.02848276687886,47,0.1,1,1,-3.856848500010847
9210,0,45.11859601074232,48,0.125,1,1,3.866960375220048
9350,0,44.40684841909649,43,0.125,1,1,3.978900552791298
9500,4,48.19656774345332,49,0.125,1,1,-3.9873744017933332
9630,9,48.39731201608281,51,0.1,1,1,-3.965386850720628
9780,8,47.30574574921895,53,0.125,1,1,-3.823225401997269
9920,0,47.12097163453967,55,0.1,1,1,3.96843794569105
10060,0,46.114546917148125,55,0.1,1,1,3.8623918727836526
10220,0,44.82350353887889,56,0.125,1,1,3.848587884147473
10350,0,42.7217765570684,56,0.1,1,1,3.973401309753916
10500,4,45.8357680324907,58,0.125,1,1,3.8805981461035213
10650,0,46.947486431817865,51,0.125,1,1,3.9835356300045346
10780,0,47.13369022694284,53,0.1,1,1,3.983489076876675
10920,3,47.44077595032909,56,0.1,1,1,-3.81268715058481
11070,7,48.35450954187594,60,0.1,1,1,-3.8382782668706152
11220,0,46.96494544049802,60,0.125,1,1,3.8500940104352237
11360,6,47.90610080590816,64,0.125,1,1,-3.9756748312145493
11510,7,48.01247171605491,66,0.125,1,1,3.9787567333744285
11640,6,47.534098408296515,69,0.1,1,1,-3.97974502680118
11800,5,48.89598507311892,73,0.125,1,1,3.8753534252082416
11940,9,48.68071165014123,66,0.125,1,1,3.9824182318161845
12080,7,49.213596222764714,68,0.125,1,1,-3.9865912607426597
12220,7,48.09001484330324,68,0.1,1,1,-3.982347510918001
12360,0,46.695815853993686,68,0.1,1,1,3.7695017364049432
12500,0,45.40066482637639,68,0.1,1,1,3.8040362112784467
12660,5,48.16610446675129,72,0.125,1,1,3.8299704000133463
12790,8,47.79685799605303,74,0.1,1,1,-3.9777301294165617
12950,0,45.93383280694121,74,0.125,1,1,3.86612667695984
13090,0,44.99790147896671,67,0.125,1,1,3.97874164528119
13220,8,47.406078815859495,69,0.1,1,1,3.982339840396802
13380,0,46.54238033506692,69,0.125,1,1,3.777614055527461
13520,0,47.50542099196218,71,0.125,1,1,3.969401446938669
13660,3,48.01659743977446,75,0.125,1,1,-3.9701985665423973
13810,9,47.86715153608659,72,0.125,1,1,-3.9724180914999945
13940,4,48.223452300349074,74,0.1,1,1,-3.979712181880822
14090,0,48.31233849433924,76,0.125,1,1,-3.8176332236911676
14240,0,48.23242369697895,78,0.125,1,1,-3.969243366906868
14380,0,47.220738843811624,78,0.125,1,1,3.9710627613643408
14530,4,48.56597287529572,75,0.125,1,1,3.9736125368028072
14670,0,48.53733093023383,76,0.125,1,1,-3.9735021638154975
14810,0,48.42354879029642,78,0.125,1,1,-3.949302331656382
14950,4,48.30310018853168,80,0.1,1,1,-3.9543594697966347
15090,2,48.588649894973706,82,0.1,1,1,-3.77599423844811
15240,5,48.12981071312087,84,0.125,1,1,-3.7871509762392033
15380,6,48.213368170368,86,0.1,1,1,-3.963119599265512
15530,0,48.352866725828804,88,0.125,1,1,-3.8168210147718837
15670,0,47.52485553066799,88,0.125,1,1,3.972366442319746
15820,0,46.53538926827391,88,0.125,1,1,3.9699175632615926
15960,8,47.7825207235129,92,0.125,1,1,-3.9692262216696457
16110,6,47.639032004958096,94,0.125,1,1,-3.973068895513128
16250,0,47.00524000298711,96,0.125,1,1,3.980076112094279
