sysTime,Action,ChannelUsed,TransJob,CPU,JobFaultProb,RunningJob,ActionQos
170,7,-3.552713678800501e-15,0,0.0875,0.0,1,0.0
300,7,11.119621066822397,1,0.0375,0.0,1,3.9992585934012532
450,7,11.119621066822397,1,0.0375,0.25,1,3.9972211416861247
590,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
730,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
880,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
1020,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
1160,7,-3.552713678800501e-15,0,0.0375,0.6,1,3.9972211416861247
1310,7,-3.552713678800501e-15,0,0.0375,0.6,1,3.9972211416861247
1450,7,11.119621066822397,1,0.0375,0.55,1,3.9972211416861247
1600,7,11.119621066822397,1,0.0375,0.55,1,3.9972211416861247
1740,7,-3.552713678800501e-15,0,0.0375,0.85,1,3.9972211416861247
1880,7,-3.552713678800501e-15,0,0.0375,0.85,1,3.9972211416861247
2030,7,-3.552713678800501e-15,0,0.0375,0.85,1,3.9972211416861247
2170,7,-3.552713678800501e-15,0,0.0375,0.85,1,3.9972211416861247
2310,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
2460,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
2600,7,11.119621066822397,1,0.0375,1,1,3.9972211416861247
2740,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
2890,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
3030,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
3180,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
3320,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
3460,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
3610,7,-3.552713678800501e-15,0,0.0375,0.4,1,3.9972211416861247
3750,7,11.119621066822397,1,0.0375,0.4,1,3.9972211416861247
3890,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
4040,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
4180,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
4330,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
4470,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
4610,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
4760,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
4900,7,11.119621066822397,1,0.0375,1,1,3.9972211416861247
5040,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
5190,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
5330,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
5470,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
5620,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
5760,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
5910,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
6050,7,11.119621066822397,1,0.0375,1,1,3.9972211416861247
6190,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
6340,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
6480,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
6620,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
6770,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
6910,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
7050,7,11.119621066822397,1,0.0375,1,1,3.9972211416861247
7200,7,11.119621066822397,1,0.0375,0.85,1,3.9972211416861247
7340,7,-3.552713678800501e-15,0,0.0375,0.85,1,3.9972211416861247
7490,7,-3.552713678800501e-15,0,0.0375,0.85,1,3.9972211416861247
7630,7,-3.552713678800501e-15,0,0.0375,0.85,1,3.9972211416861247
7770,7,-3.552713678800501e-15,0,0.0375,0.4,1,3.9972211416861247
7920,7,-3.552713678800501e-15,0,0.0375,0.4,1,3.9972211416861247
8060,7,-3.552713678800501e-15,0,0.0375,0.4,1,3.9972211416861247
8200,7,11.119621066822397,1,0.0375,0.6,1,3.9972211416861247
8350,7,11.119621066822397,1,0.0375,0.6,1,3.9972211416861247
8490,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
8640,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
8780,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
8920,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
9070,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
9210,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
9350,7,11.119621066822397,1,0.0375,0.5,1,3.9972211416861247
9500,7,11.119621066822397,1,0.0375,0.5,1,3.9972211416861247
9640,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
9780,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
9930,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
10070,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
10220,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
10360,7,-3.552713678800501e-15,0,0.0375,0.5,1,3.9972211416861247
10500,7,11.119621066822397,1,0.0375,0.15,1,3.9972211416861247
10650,7,11.119621066822397,1,0.0375,0.15,1,3.9972211416861247
10790,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
10930,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
11080,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
11220,7,-3.552713678800501e-15,0,0.0375,0.05,1,3.9972211416861247
11360,7,-3.552713678800501e-15,0,0.0375,1,1,3.9972211416861247
11510,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
11650,7,11.119621066822397,1,0.0375,0.25,1,3.9972211416861247
11800,7,11.119621066822397,1,0.0375,0.25,1,3.9972211416861247
11940,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
12080,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
12230,7,-3.552713678800501e-15,0,0.0375,0.25,1,3.9972211416861247
