No,Uid,Jid,offloadtime,commutime,runtime,energy,AoI,state
0,1,8,0.12,0.004319999999999999,0.02,0.03893615999999999,0.01,CP
1,6,12,0.24,0.0019199999999999998,0.07,0.017304959999999998,0.04,CP
2,9,15,0.33,0.00047999999999999996,0.1,0.004326239999999999,0.09,CP
3,1,12,0.49,0.004319999999999999,0.02,0.03893615999999999,0.01,CP
4,6,16,0.59,0.0019199999999999998,0.07,0.017304959999999998,0.07,CP
5,1,13,0.71,0.006480000000000001,0.02,0.041718240000000004,0.04,CP
6,1,14,0.86,0.006480000000000001,0.02,0.041718240000000004,0.02,CP
7,6,18,0.86,0.0019199999999999998,0.07,0.017304959999999998,0.17,CP
8,1,23,1.11,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
9,1,35,1.24,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
10,1,46,1.36,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
11,1,57,1.49,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
12,1,68,1.61,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
13,1,81,1.74,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
14,1,92,1.86,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
15,1,104,1.99,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
16,1,114,2.11,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
17,1,125,2.23,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
18,1,138,2.36,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
19,1,148,2.48,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
20,1,161,2.61,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
21,1,173,2.73,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
22,1,186,2.86,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
23,1,197,2.98,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
24,1,199,3.09,0.006480000000000001,0.02,0.041718240000000004,0.03,CP
25,6,199,3.09,0.0019199999999999998,0.07,0.017304959999999998,0.18,CP
26,1,209,3.35,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
27,6,209,3.35,0.0019199999999999998,0.07,0.017304959999999998,0.17,CP
28,1,217,3.59,0.006480000000000001,0.02,0.041718240000000004,0.02,CP
29,1,228,3.73,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
30,1,239,3.85,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
31,1,251,3.98,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
32,6,263,4.09,0.0019199999999999998,0.07,0.017304959999999998,0.05,CP
33,1,260,4.09,0.006480000000000001,0.02,0.041718240000000004,0.15,CP
34,1,261,4.2,0.004319999999999999,0.02,0.03893615999999999,0.16,CP
35,6,264,4.21,0.0028800000000000006,0.07,0.01854144,0.3,CP
36,1,262,4.21,0.009720000000000001,0.02,0.04589136000000001,0.4,CP
37,6,265,4.24,0.003049411764705882,0.07,0.018759642352941176,0.52,CP
38,1,263,4.24,0.010291764705882351,0.02,0.046627792941176464,0.62,CP
39,6,266,4.78,0.0019199999999999998,0.07,0.017304959999999998,0.23,CP
40,1,264,4.78,0.00648,0.02,0.041718240000000004,0.33,CP
41,6,267,4.92,0.002468571428571429,0.07,0.018011520000000003,0.34,CP
42,1,265,4.92,0.008331428571428571,0.02,0.04410288000000001,0.44,CP
43,6,268,4.95,0.005554285714285715,0.07,0.021985920000000003,0.56,CP
44,6,269,5.05,0.005108321167883211,0.07,0.021411517664233576,0.58,CP
45,6,270,5.35,0.0032045586364792674,0.07,0.018959471523785295,0.41,CP
46,6,271,5.43,0.005032585227272727,0.07,0.02131396977272727,0.45,CP
47,6,272,5.69,0.0038822160247459396,0.07,0.01983229423987277,0.32,CP
48,6,273,5.91,0.003751236372444776,0.07,0.019663592447708874,0.22,CP
49,6,274,5.94,0.008440281838000743,0.07,0.025703083007344956,0.32,CP
50,6,275,6.11,0.0055245481121459425,0.07,0.02194761796844397,0.27,CP
51,1,266,4.95,0.018745714285714286,0.02,0.057516479999999995,1.52,CP
52,1,267,5.05,0.017240583941605835,0.02,0.055577872116788316,1.55,CP
53,1,268,5.35,0.010815385398117525,0.02,0.04730221639277537,1.37,CP
54,1,269,5.43,0.016984975142045455,0.02,0.055248647982954556,1.42,CP
55,1,270,5.69,0.013102479083517547,0.02,0.0502479930595706,1.28,CP
56,1,271,5.91,0.012660422757001117,0.02,0.04967862451101744,1.19,CP
57,1,273,6.11,0.018645349878492555,0.02,0.057387210643498415,1.11,CP
58,6,276,6.16,0.012430233252328376,0.07,0.030842140428998945,1.22,CP
59,6,277,6.38,0.007347483405196419,0.07,0.02429555862589299,1.12,CP
60,6,278,6.66,0.0057691085201643675,0.07,0.022262611773971704,0.96,CP
61,6,279,6.77,0.00825114213395373,0.07,0.025459471068532403,0.98,CP
62,6,282,6.98,0.0099363984359476,0.07,0.027630081185500505,0.89,CP
63,6,284,7.36,0.007559300348665582,0.07,0.024568378849081265,0.64,CP
64,6,285,7.75,0.005248833160940922,0.07,0.02159249711129191,0.37,CP
65,6,287,7.94,0.009945723429994958,0.07,0.027642091777833507,0.31,CP
66,6,288,8.18,0.0070567441608767895,0.07,0.023921086479209305,0.19,CP
67,6,289,8.28,0.009072956778270158,0.07,0.02651796833041196,0.22,CP
68,1,272,5.94,0.0284859512032525,0.02,0.07006190514978923,2.65,CP
69,1,276,6.66,0.019470741255554747,0.02,0.05845031473715452,2.05,CP
70,6,280,6.84,0.01856506980139589,0.07,0.038743809904197915,2.03,CP
71,6,281,6.91,0.01610292004964188,0.07,0.03557256102393874,2.08,CP
72,1,282,7.75,0.01771481191817561,0.02,0.05618867775061019,1.34,CP
73,6,286,7.78,0.011809874612117069,0.07,0.030043118500406783,1.46,CP
74,6,290,8.59,0.005712139401944191,0.07,0.02218923554970412,0.78,CP
75,6,291,8.67,0.008568209102916287,0.07,0.02586785332455618,0.82,CP
76,6,292,8.86,0.008586488234572216,0.07,0.025891396846129015,0.76,CP
77,6,293,9.13,0.008175055402023812,0.07,0.02536147135780667,0.61,CP
78,6,294,9.23,0.008871447520702156,0.07,0.026258424406664375,0.63,CP
79,1,275,6.38,0.02479775649253791,0.02,0.06531151036238883,3.58,CP
80,1,8,0.12,0.004319999999999999,0.02,0.03893615999999999,0.01,CP
81,6,12,0.24,0.0019199999999999998,0.07,0.017304959999999998,0.04,CP
82,9,15,0.33,0.00047999999999999996,0.1,0.004326239999999999,0.09,CP
83,1,12,0.49,0.004319999999999999,0.02,0.03893615999999999,0.01,CP
84,6,16,0.59,0.0019199999999999998,0.07,0.017304959999999998,0.07,CP
85,1,13,0.71,0.006480000000000001,0.02,0.041718240000000004,0.04,CP
86,1,14,0.86,0.006480000000000001,0.02,0.041718240000000004,0.02,CP
87,6,18,0.86,0.0019199999999999998,0.07,0.017304959999999998,0.17,CP
88,1,23,1.11,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
89,1,35,1.24,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
90,1,46,1.36,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
91,1,57,1.49,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
92,1,68,1.61,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
93,1,81,1.74,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
94,1,92,1.86,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
95,1,104,1.99,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
96,1,114,2.11,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
97,1,125,2.23,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
98,1,138,2.36,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
99,1,148,2.48,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
100,1,161,2.61,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
101,1,173,2.73,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
102,1,186,2.86,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
103,1,197,2.98,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
104,1,199,3.09,0.006480000000000001,0.02,0.041718240000000004,0.03,CP
105,6,199,3.09,0.0019199999999999998,0.07,0.017304959999999998,0.18,CP
106,1,209,3.35,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
107,6,209,3.35,0.0019199999999999998,0.07,0.017304959999999998,0.17,CP
108,1,217,3.59,0.006480000000000001,0.02,0.041718240000000004,0.02,CP
109,1,228,3.73,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
110,1,239,3.85,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
111,1,251,3.98,0.006480000000000001,0.02,0.041718240000000004,0.01,CP
112,6,263,4.09,0.0019199999999999998,0.07,0.017304959999999998,0.05,CP
113,1,260,4.09,0.006480000000000001,0.02,0.041718240000000004,0.15,CP
114,1,261,4.2,0.004319999999999999,0.02,0.03893615999999999,0.16,CP
115,6,264,4.21,0.0028800000000000006,0.07,0.01854144,0.3,CP
116,1,262,4.21,0.009720000000000001,0.02,0.04589136000000001,0.4,CP
117,6,265,4.24,0.003049411764705882,0.07,0.018759642352941176,0.52,CP
118,1,263,4.24,0.010291764705882351,0.02,0.046627792941176464,0.62,CP
119,6,266,4.78,0.0019199999999999998,0.07,0.017304959999999998,0.23,CP
120,1,264,4.78,0.00648,0.02,0.041718240000000004,0.33,CP
121,6,267,4.92,0.002468571428571429,0.07,0.018011520000000003,0.34,CP
122,1,265,4.92,0.008331428571428571,0.02,0.04410288000000001,0.44,CP
123,6,268,4.95,0.005554285714285715,0.07,0.021985920000000003,0.56,CP
124,6,269,5.05,0.005108321167883211,0.07,0.021411517664233576,0.58,CP
125,6,270,5.35,0.0032045586364792674,0.07,0.018959471523785295,0.41,CP
126,6,271,5.43,0.005032585227272727,0.07,0.02131396977272727,0.45,CP
127,6,272,5.69,0.0038822160247459396,0.07,0.01983229423987277,0.32,CP
128,6,273,5.91,0.003751236372444776,0.07,0.019663592447708874,0.22,CP
129,6,274,5.94,0.008440281838000743,0.07,0.025703083007344956,0.32,CP
130,6,275,6.11,0.0055245481121459425,0.07,0.02194761796844397,0.27,CP
131,1,266,4.95,0.018745714285714286,0.02,0.057516479999999995,1.52,CP
132,1,267,5.05,0.017240583941605835,0.02,0.055577872116788316,1.55,CP
133,1,268,5.35,0.010815385398117525,0.02,0.04730221639277537,1.37,CP
134,1,269,5.43,0.016984975142045455,0.02,0.055248647982954556,1.42,CP
135,1,270,5.69,0.013102479083517547,0.02,0.0502479930595706,1.28,CP
136,1,271,5.91,0.012660422757001117,0.02,0.04967862451101744,1.19,CP
137,1,273,6.11,0.018645349878492555,0.02,0.057387210643498415,1.11,CP
138,6,276,6.16,0.012430233252328376,0.07,0.030842140428998945,1.22,CP
139,6,277,6.38,0.007347483405196419,0.07,0.02429555862589299,1.12,CP
140,6,278,6.66,0.0057691085201643675,0.07,0.022262611773971704,0.96,CP
141,6,279,6.77,0.00825114213395373,0.07,0.025459471068532403,0.98,CP
142,6,282,6.98,0.0099363984359476,0.07,0.027630081185500505,0.89,CP
143,6,284,7.36,0.007559300348665582,0.07,0.024568378849081265,0.64,CP
144,6,285,7.75,0.005248833160940922,0.07,0.02159249711129191,0.37,CP
145,6,287,7.94,0.009945723429994958,0.07,0.027642091777833507,0.31,CP
