sysTime,Action,ChannelUsed,TransJob,CPU,JobFaultProb,RunningJob,ActionQos
130,995,-1.7763568394002505e-15,0,0.225,1,1,0.0
290,58,0.0,0,0.025,0.4888888888888889,1,1.9906716079262896
390,580,0.0,0,0.225,0.4888888888888889,1,1.9995499891104223
510,632,0.0,0,0.225,0.4888888888888889,1,1.9967609988755466
640,696,0.0,0,0.225,1,1,1.9966611657571265
770,495,0.0,0,0.25,1,1,1.9965613829948936
890,759,0.0,0,0.225,1,1,1.9976408164019663
1010,20,0.0,0,0.225,0.4,1,1.9962622311167308
1120,426,0.0,0,0.225,0.4,1,1.9964616377810838
1260,139,0.0,0,0.225,0.15,1,1.9911816670985962
1380,484,0.0,0,0.225,0.15,1,1.9965613829948936
1500,830,6.875176187496751,1,0.225,0.15,1,1.9965613829948936
1630,126,0.0,0,0.225,0.05,1,1.9906716079262896
1760,198,0.0,0,0.225,0.5,1,1.9964616377810838
1870,777,0.0,0,0.225,0.5,1,1.9965613829948936
2010,635,0.0,0,0.225,0.5,1,1.9914368904353137
2130,664,0.0,0,0.225,1,1,1.9965613829948936
2250,401,9.632253897119792,1,0.225,1,1,1.9964616377810838
2370,778,0.0,0,0.225,1,1,1.9964616377810838
2490,512,0.0,0,0.225,1,1,1.9914368904353137
2630,222,0.0,0,0.225,1,1,1.9909265796887785
2750,287,7.600154672252503,1,0.225,1,1,1.9964616377810838
2870,40,0.0,0,0.225,1,1,1.9966611657571265
3000,1017,12.553088208385882,2,0.225,1,1,1.9909265796887785
3120,950,0.0,0,0.225,0.4,1,1.9963619222053155
3240,379,0.0,0,0.225,1,1,1.9906716079262896
3370,540,0.0,0,0.225,0.7,1,1.9906716079262896
3490,922,0.0,0,0.225,0.7,1,1.9966611657571265
3610,441,0.0,0,0.225,0.7,1,1.9909265796887785
3740,927,0.0,0,0.225,0.7,1,1.9909265796887785
3870,679,0.0,0,0.225,1,1,1.99041673859866
4000,883,13.750352374993502,2,0.225,1,1,1.9964616377810838
4110,520,0.0,0,0.225,1,1,1.9967609988755466
4250,217,8.496250072115618,1,0.225,1,1,1.9906716079262896
4360,516,0.0,0,0.225,1,1,1.9964616377810838
4480,407,0.0,0,0.225,1,1,1.9914368904353137
4620,882,0.0,0,0.225,1,1,1.9909265796887785
4740,334,0.0,0,0.225,1,1,1.9964616377810838
4870,358,0.0,0,0.225,1,1,1.9965613829948936
4980,133,0.0,0,0.225,1,1,1.9965613829948936
5120,358,0.0,0,0.225,1,1,1.9914368904353137
5240,456,0.0,0,0.225,1,1,1.9965613829948936
5370,217,0.0,0,0.225,1,1,1.9966611657571265
5480,403,0.0,0,0.225,1,1,1.9965613829948936
5600,741,7.600154672252503,1,0.225,1,1,1.9911816670985962
5740,832,0.0,0,0.225,0.25,1,1.9911816670985962
5860,527,0.0,0,0.225,0.25,1,1.9967609988755466
5990,240,0.0,0,0.225,0.25,1,1.9966611657571265
6110,545,0.0,0,0.225,0.25,1,1.9966611657571265
6240,994,0.0,0,0.225,0.4,1,1.9965613829948936
6350,706,9.632253897119792,1,0.225,0.5,1,1.9964616377810838
6480,339,0.0,0,0.225,0.5,1,1.9911816670985962
6600,668,0.0,0,0.225,0.5,1,1.9965613829948936
6730,729,0.0,0,0.225,0.5,1,1.9911816670985962
6860,278,0.0,0,0.225,0.5,1,1.9964616377810838
6970,553,0.0,0,0.225,1,1,1.9965613829948936
7100,942,6.875176187496751,1,0.225,1,1,1.9914368904353137
7220,419,0.0,0,0.225,1,1,1.991947900229685
7360,358,0.0,0,0.225,0.85,1,1.9911816670985962
7470,983,0.0,0,0.225,0.85,1,1.9965613829948936
7590,1006,0.0,0,0.225,0.85,1,1.99041673859866
7720,388,0.0,0,0.225,0.85,1,1.99041673859866
7840,1019,0.0,0,0.225,0.85,1,1.9916922825206083
7970,995,0.0,0,0.225,0.85,1,1.9901619627243499
8100,858,15.200309344505007,2,0.225,0.85,1,1.9906716079262896
8230,521,0.0,0,0.225,0.85,1,1.9966611657571265
